batch;code;strength;size;start;api_code;api_batch;smcc_batch;lactose_batch;starch_batch;api_water;api_total_impurities;api_l_impurity;api_content;api_ps01;api_ps05;api_ps09;lactose_water;lactose_sieve0045;lactose_sieve015;lactose_sieve025;smcc_water;smcc_td;smcc_bd;smcc_ps01;smcc_ps05;smcc_ps09;starch_ph;starch_water;tbl_min_thickness;tbl_max_thickness;fct_min_thickness;fct_max_thickness;tbl_min_weight;tbl_max_weight;tbl_rsd_weight;fct_rsd_weight;tbl_min_hardness;tbl_max_hardness;tbl_av_hardness;fct_min_hardness;fct_max_hardness;fct_av_hardness;tbl_max_diameter;fct_max_diameter;tbl_tensile;fct_tensile;tbl_yield;batch_yield;dissolution_av;dissolution_min;resodual_solvent;impurities_total;impurity_o;impurity_l
68;10;20M;960000;dec.18;5;13;2;3;2;2.26;0.18;0.06;93.9;1.65;45.13;198.63;0.05;17;49;81;4.719;0.43;0.33;37.615;126.114;261.773;4.4;2.605;3.7;3.8;3.9;3.9;221;230;1.29;0.99;60.76;72.52;56;40;69;66.64;9;9.2;1.04294707;1.18299498;99.431;99.242;88.83;85;0;0.2;0.05;0.08
69;10;20M;960000;dec.18;5;13;2;3;2;2.26;0.18;0.06;93.9;1.65;45.13;198.63;0.05;17;49;81;4.719;0.43;0.33;37.615;126.114;261.773;4.4;2.605;3.8;3.8;3.9;3.9;218;230;1.19;1.43;52.92;72.52;57;44;70;64.68;9;9.2;1.061571125;1.14820101;98.912;98.958;91.17;89;0;0.26;0.06;0.08
70;22;10M;1920000;dec.18;5;126;2;3;2;2.01;0.19;0.07;94.1;1.52;31.7;163.707;0.05;17;49;81;4.719;0.43;0.33;37.615;126.114;261.773;4.4;2.605;3.2;3.3;3.3;3.4;110;115;1;1.04;54.88;72.52;52;40;69;63.7;6;6.1;1.672778743;1.956280058;98.674;98.674;94.5;92;0;0.26;0.05;0.13
71;22;10M;1920000;dec.18;5;130;2;3;2;2.01;0.19;0.07;94.1;1.52;31.7;163.707;0.05;17;49;81;4.719;0.43;0.33;37.615;126.114;261.773;4.4;2.605;3.2;3.3;3.3;3.3;111;114;0.95;0.82;56.84;66.64;50;40;62;59.78;6;6.1;1.608441099;1.891526732;98.959;99.053;92.67;87;0;0.29;0.06;0.1
72;22;10M;1920000;dec.18;5;130;2;3;2;2.01;0.19;0.07;94.1;1.52;31.7;163.707;0.05;17;49;81;4.719;0.43;0.33;37.615;126.114;261.773;4.4;2.605;2.9;3.4;3.2;3.3;111;114;1.26;0.62;52.92;68.6;55;44;69;62.72;6;6.1;1.717247409;1.984552637;98.962;99.29;90.67;86;0;0.28;0.05;0.11
81;16;5MG;4800000;jan.19;4;19;3;4;4;0;0.08;0;95;1.33;29.95;141.19;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.589;2.4;2.6;2.6;2.6;55.2;57.8;1.7;1.35;52.92;70.56;44;14;57;59.78;5.1;5.1;2.113535272;2.871525876;97.758;97.462;98.67;97;0.02;0.05;0.05;0.05
77;20;40M;1100000;jan.19;4;124;3;4;4;0;0.08;0;94.4;1.31;22.97;128.636;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.589;5.1;5.3;5.4;5.5;437;466;1.08;1.11;94.08;115.64;88;61;126;108.78;10.1;10.1;1.047094254;1.247283964;98.571;98.368;90.67;87;0.08;0.05;0.05;0.05
78;20;40M;1100000;jan.19;4;125;3;4;4;0;0.08;0;94.4;1.31;22.97;128.636;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.589;5.1;5.3;5.4;5.4;443;459;1.08;0.68;96.04;129.36;88;61;126;109.76;10.1;10.1;1.047094254;1.281826696;99.151;98.946;83.83;81;0.08;0.05;0.05;0.05
79;20;40M;1100000;jan.19;4;138;3;4;4;0;0.16;0;94.3;1.64;35.37;150.166;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.589;5.2;5.3;5.4;5.4;444;461;0.91;0.77;99.96;125.44;87;68;112;117.6;10.1;10.1;1.035195456;1.373385746;99.088;98.802;89.17;84;0.07;0.08;0.05;0.08
80;9;5MG;240000;jan.19;5;14;3;4;4;2.09;0.19;0.07;94;1.71;42.61;205.972;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.589;2.8;2.9;2.9;3;111;115;1;1.14;56.84;68.6;53;47;63;62.72;7.1;7;1.639531898;1.902335456;96.578;96.212;92.83;91;0.03;0.23;0.05;0.1
82;7;20M;1200000;jan.19;2;1;3;4;4;1.12;0.14;0.07;95;0;25.74;163.303;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.589;3.7;3.8;3.9;3.9;223;228;9.9;0.63;64.68;80.36;58;46;72;72.52;9;9.1;1.08019518;1.301523888;90.431;90.568;89.33;87;0.04;0.09;0.05;0.09
83;11;5MG;480000;jan.19;5;14;4;5;4;2.09;0.19;0.07;94;1.71;42.61;205.972;0.05;17;50;82;4.586;0.45;0.35;35.309;126.824;260.205;4.8;3.589;2.6;2.6;2.7;2.7;55.5;58.1;1.57;1.29;47.04;56.84;42;31;53;49.98;5.1;5.1;2.017465487;2.311866006;95.865;96.591;95.33;92;0.05;0.25;0.05;0.11
84;11;5MG;480000;jan.19;5;14;4;5;4;2.09;0.19;0.07;94;1.71;42.61;205.972;0.05;17;50;82;4.586;0.45;0.35;35.309;126.824;260.205;4.8;3.589;2.6;2.7;2.7;2.7;54.9;57.8;1.41;1.57;39.2;49;36;27;43;44.1;5;5.1;1.6985138;2.03988177;98.106;98.106;95.5;94;0.04;0.24;0.05;0.11
85;11;5MG;480000;jan.19;5;14;4;5;4;2.09;0.19;0.07;94;1.71;42.61;205.972;0.05;17;50;82;4.586;0.45;0.35;35.309;126.824;260.205;4.8;3.589;2.6;2.6;2.7;2.7;54.9;57.5;1.31;1.16;48.02;56.84;43;34;53;52.92;5.1;5.1;2.065500379;2.447858124;95.833;95.833;97;92;0.06;0.24;0.05;0.11
86;11;5MG;480000;jan.19;5;14;4;5;4;2.09;0.19;0.07;94;1.71;42.61;205.972;0.05;17;50;82;4.586;0.45;0.35;35.309;126.824;260.205;4.8;3.589;2.5;2.6;2.6;2.7;54.1;58.4;1.14;1.58;52.92;62.72;45;38;52;57.82;5.1;5.1;2.161570165;2.674511654;97.348;97.348;94;89;0.06;0.24;0.05;0.11
87;11;5MG;480000;jan.19;5;14;4;5;4;2.09;0.19;0.07;94;1.71;42.61;205.972;0.05;17;50;82;4.586;0.45;0.35;35.309;126.824;260.205;4.8;3.589;2.6;2.6;2.6;2.7;55;57.4;1.47;1.33;49;58.8;45;31;54;53.9;5.1;5.1;2.161570165;2.49318883;98.106;98.106;98.33;92;0.05;0.28;0.05;0.15
88;21;5MG;240000;feb.19;3;138;3;4;3;2;0.33;                                          ;93.7;3.56;49.08;172.07;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.4;3.3;3.4;111;116;0.97;1.22;50.96;82.32;49;39;58;59.78;6.1;6.1;1.504830814;1.835893593;95.42;94.697;95.67;88;0.03;0.06;0.05;0.05
89;21;5MG;240000;feb.19;3;139;3;4;3;2;0.39;                                          ;93.7;3.56;49.08;172.07;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.3;3.3;3.4;109;114;1.09;1.17;45.08;62.72;48;40;62;56.84;6.1;6.1;1.518790284;1.745603744;98.859;98.485;91.67;88;0.03;0.05;0.05;0.05
90;14;5MG;4800000;feb.19;3;15;3;4;3;2;0.46;0.07;93.7;3.56;49.08;172.07;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;2.4;2.6;2.5;2.7;53.8;57.2;1.55;1.64;60.76;68.6;50;23;110;65.66;5.1;5.1;2.401744627;3.037157302;97.23;97.045;96.83;95;0.03;0.11;0.05;0.05
91;14;5MG;4800000;feb.19;3;15;3;4;3;2;0.46;0.07;93.7;3.56;49.08;172.07;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;2.5;2.6;2.6;2.7;54.8;57.3;1.6;1.18;45.08;56.84;34;23;42;50.96;5.1;5.1;1.633186347;2.357196712;98.937;98.75;95.5;92;0.05;0.06;0.05;0.05
92;15;40M;1100000;feb.19;3;16;3;4;4;2.11;0.47;0.05;93.5;3.89;48.58;186.96;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.589;5.1;5.2;5.2;5.3;433;454;0.96;1.31;94.08;129.36;96;76;128;112.7;10.1;10.2;1.164251653;1.327847567;98.116;97.913;90;84;0.09;0.05;0.05;0.05
93;15;40M;1100000;feb.19;3;16;3;4;4;2.11;0.47;0.05;93.5;3.89;48.58;186.96;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.589;4.9;5.1;5.2;5.3;444;458;0.97;0.87;109.76;141.12;100;71;123;120.54;10.1;10.2;1.236541788;1.420219572;98.883;98.802;87.25;76;0.12;0.12;0.07;0.05
95;25;5MG;240000;feb.19;5;20;3;4;3;1.64;0.18;0.06;94.4;2.99;57.3;173.586;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.3;3.3;3.4;110;114;1.27;1.06;50.96;68.6;44;32;55;57.82;6.1;6.1;1.392224427;1.775700361;97.719;97.348;94.5;88;0.04;0.24;0.05;0.11
96;25;5MG;240000;feb.19;5;20;3;4;3;1.64;0.18;0.06;94.4;2.99;57.3;173.586;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.3;108;113;0.94;0.99;56.84;68.6;52;44;59;63.7;6.1;6.1;1.645356141;2.015561272;98.092;97.348;90.83;86;0.05;0.25;0.05;0.13
97;25;5MG;240000;feb.19;5;20;3;4;3;1.64;0.18;0.06;94.4;2.99;57.3;173.586;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.4;110;114;1.26;0.9;58.8;74.48;53;45;61;65.66;6.1;6.1;1.676997605;2.016473291;96.226;96.591;95.5;92;0.03;0.25;0.05;0.11
98;25;5MG;240000;feb.19;5;20;3;4;3;1.64;0.18;0.06;94.4;2.99;57.3;173.586;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.3;110;115;1.08;1.26;57.82;77.42;54;39;66;66.64;6.1;6.1;1.708639069;2.108587177;99.234;98.106;95.5;91;0.02;0.26;0.05;0.12
99;25;5MG;240000;feb.19;5;20;3;4;3;1.64;0.18;0.06;94.4;2.99;57.3;173.586;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.8;3.3;3.3;111;115;4.17;1.16;59.78;70.56;56;46;73;64.68;6.1;6.1;1.538774366;2.046569907;97.736;98.106;93.67;87;0.03;0.25;0.05;0.11
100;25;5MG;240000;feb.19;5;20;3;4;3;1.64;0.18;0.06;94.4;2.99;57.3;173.586;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.2;3.4;111;115;1.04;0.97;58.8;72.52;55;46;65;66.64;6.1;6.1;1.740280533;2.046569907;98.485;98.485;94;89;0.04;0.25;0.05;0.11
101;25;5MG;240000;feb.19;5;20;3;4;3;1.64;0.18;0.06;94.4;2.99;57.3;173.586;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.3;3.2;3.3;110;115;0.94;1.21;54.88;68.6;55;44;64;61.74;6.1;6.1;1.740280533;1.953544002;95.833;95.833;90.83;84;0.04;0.25;0.05;0.11
102;25;5MG;240000;feb.19;5;20;3;4;3;1.64;0.18;0.06;94.4;2.99;57.3;173.586;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.3;110;115;1.18;0.94;60.76;76.44;55;44;67;63.7;6.1;6.1;1.740280533;2.015561272;99.62;99.242;91;81;0.02;0.26;0.05;0.12
103;25;5MG;240000;feb.19;5;20;3;4;3;1.64;0.18;0.06;94.4;2.99;57.3;173.586;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.3;3.3;3.3;111;115;1.27;0.89;49.98;65.66;52;40;62;55.86;6.1;6.1;1.645356141;1.767492192;96.591;96.591;94.83;92;0.02;0.26;0.05;0.12
104;25;5MG;240000;feb.19;5;20;3;4;3;1.64;0.18;0.06;94.4;2.99;57.3;173.586;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.3;3.3;3.3;109;114;1.02;1.24;56.84;68.6;52;40;64;63.7;6.1;6.1;1.645356141;2.015561272;99.242;99.242;92.67;88;0.02;0.25;0.05;0.12
105;25;5MG;240000;feb.19;5;20;3;4;3;1.64;0.18;0.06;94.4;2.99;57.3;173.586;0.0499;19;53;85;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.2;3.4;111;116;1.01;1.18;58.8;74.48;54;46;60;65.66;6.1;6.1;1.708639069;2.016473291;96.591;96.591;92.33;86;0.04;0.27;0.05;0.13
94;18;10M;1920000;feb.19;4;98;3;5;3;0;0.13;0;94.9;1.55;48.52;174.065;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.4;3.3;3.4;112;116;1.48;0.96;65.66;86.24;57;38;78;73.5;6;6.1;1.779692769;2.257246221;98.672;98.485;88.17;81;0.12;0.05;0.05;0.05
106;24;40M;1100000;feb.19;5;25;3;5;3;1.38;0.18;0.06;94.7;1.42;26.75;139.624;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;5.2;5.3;5.3;5.4;442;461;1.02;1.09;99.96;125.44;91;61;116;108.78;10.1;10.1;1.082790649;1.270381815;98.386;98.264;92;89;0.11;0.23;0.05;0.09
107;24;40M;1100000;feb.19;5;26;3;5;3;1.58;0.19;0.07;94.5;1.33;23.32;150.697;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;5.2;5.3;5.3;5.4;439;463;0.9;1.37;103.88;136.22;96;75;120;117.6;10.1;10.1;1.142284641;1.373385746;99.256;99.215;86.42;76;0.12;0.24;0.05;0.11
108;19;5MG;240000;mar.19;4;98;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.4;3.3;3.4;111;115;0.84;0.85;52.92;62.72;51;41;61;58.8;6.1;6.1;1.56625248;1.805796977;95.455;95.455;94.17;87;0.03;0.12;0.05;0.06
109;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.4;3.4;3.4;111;114;0.92;0.75;52.92;64.68;52;44;58;57.82;6.1;6.1;1.596963313;1.775700361;97.744;98.485;95.67;93;0.04;0.06;0.05;0.05
110;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.4;3.3;3.4;111;114;0.73;0.6;52.92;62.72;53;46;61;58.8;6.3;6.2;1.576001951;1.776671219;98.12;98.864;94.67;92;0.04;0.11;0.06;0.05
111;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.4;3.3;3.4;111;114;0.72;0.83;50.96;64.68;51;42;60;59.78;6.1;6.1;1.56625248;1.835893593;97.727;97.727;91.5;83;0.03;0.06;0.05;0.05
112;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.4;3.3;3.3;111;113;0.83;0.53;51.94;64.68;52;43;62;57.82;6.1;6.1;1.596963313;1.829509462;96.981;97.348;93.83;90;0.02;0.14;0.07;0.05
113;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.4;3.3;3.4;109;113;0.78;0.99;49.98;64.68;50;42;57;58.8;6.1;6.1;1.535541647;1.805796977;98.099;97.727;89.5;88;0.02;0.13;0.06;0.05
114;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.3;3.3;3.4;110;114;0.92;0.91;51.94;70.56;53;46;58;61.74;6.1;6.1;1.676997605;1.896086826;98.113;98.485;89.83;85;0.02;0.12;0.05;0.06
115;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.4;3.3;3.4;111;115;0.96;0.94;52.92;66.64;52;44;62;58.8;6.1;6.1;1.596963313;1.805796977;98.479;98.106;89.17;84;0.03;0.11;0.05;0.05
116;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.3;3.4;3.3;3.4;111;114;0.88;0.89;52.92;66.64;50;44;58;61.74;6.1;6.1;1.535541647;1.896086826;99.245;99.621;91.33;88;0.03;0.12;0.05;0.05
124;1;5MG;240000;mar.19;1;10;3;1;3;2.16;0.05;0.05;94.1;2.42;49.43;158.22;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.3;109;115;1.27;1.46;60.76;0;42;42;71;67.62;6.1;6.1;1.328941498;2.139595812;91.288;91.288;92.83;90;0.03;0.06;0.05;0.06
125;1;5MG;240000;mar.19;1;10;3;1;3;2.16;0.05;0.05;94.1;2.42;49.43;158.22;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.4;3.3;3.4;111;115;1.34;1.04;58.8;74.48;49;42;59;65.66;6.1;6.1;1.504830814;2.016473291;96.947;96.212;96.5;94;0.03;0.08;0.05;0.08
126;1;5MG;240000;mar.19;1;10;3;1;3;2.16;0.05;0.05;94.1;2.42;49.43;158.22;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.4;110;114;1.07;1.14;50.96;62.72;46;38;57;57.82;6.1;6.1;1.455507355;1.775700361;98.12;98.864;92.83;85;0.03;0.06;0.05;0.06
127;1;5MG;240000;mar.19;1;10;3;1;3;2.16;0.05;0.05;94.1;2.42;49.43;158.22;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.4;108;113;1.38;1.38;49;68.6;47;23;58;60.76;6.1;6.1;1.487148819;1.865990209;96.604;96.97;95;92;0.04;0.06;0.05;0.06
128;1;5MG;240000;mar.19;1;10;3;1;3;2.16;0.05;0.05;94.1;2.42;49.43;158.22;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.3;110;114;1.12;0.94;60.76;70.56;52;40;61;66.64;6.1;6.1;1.645356141;2.108587177;97.727;97.727;94.67;91;0.03;0.06;0.05;0.06
117;5;5MG;2400000;mar.19;2;1;3;1;3;1.12;0.14;0.07;95;0;25.74;163.303;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;2.6;2.9;2.8;2.9;109;114;1.43;1.01;47.04;66.64;53;41;71;57.82;7;7.1;1.662953782;1.788636497;96.206;96.061;91.33;88;0.02;0.24;0.06;0.13
129;1;5MG;240000;mar.19;1;10;3;1;3;2.16;0.05;0.05;94.1;2.42;49.43;158.22;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.3;110;113;1.11;0.82;54.88;76.44;49;38;57;62.72;6.1;6.1;1.550431748;1.984552637;95.849;96.212;95.83;94;0.04;0.09;0.05;0.09
130;1;5MG;240000;mar.19;1;10;3;1;3;2.16;0.05;0.05;94.1;2.42;49.43;158.22;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.3;110;115;1.41;1.23;56.84;76.44;65;32;41;65.66;6.1;6.1;2.056695176;2.077578542;98.485;98.485;94.5;92;0.05;0.11;0.05;0.11
131;1;5MG;240000;mar.19;1;10;3;1;3;2.16;0.05;0.05;94.1;2.42;49.43;158.22;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.3;109;114;1.31;1.22;60.76;74.48;54;38;63;66.64;6.1;6.1;1.708639069;2.108587177;96.226;96.591;95;93;0.04;0.09;0.05;0.09
132;1;5MG;240000;mar.19;1;10;3;1;3;2.16;0.05;0.05;94.1;2.42;49.43;158.22;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.2;3.3;109;115;1.16;1.48;56.84;70.56;51;39;61;64.68;6.1;6.1;1.613714676;2.046569907;96.617;97.348;95.5;92;0.03;0.09;0.05;0.09
133;1;5MG;240000;mar.19;1;10;3;1;3;2.16;0.05;0.05;94.1;2.42;49.43;158.22;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.3;110;115;1.5;0.98;64.68;76.44;53;44;65;71.54;6.1;6.1;1.676997605;2.263630352;96.212;96.212;96;93;0.04;0.09;0.05;0.09
118;7;20M;1200000;mar.19;2;21;3;1;3;1.64;0.07;0.07;94.6;0;21.52;163.819;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.7;3.8;3.8;3.9;220;228;1.24;1.08;70.56;82.32;61;51;75;76.44;9.1;9.1;1.123583088;1.371876531;96.553;96.553;90;86;0.03;0.09;0.05;0.09
119;7;20M;1200000;mar.19;2;21;3;1;3;1.64;0.07;0.07;94.6;0;21.52;163.819;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.6;3.8;3.8;3.9;219;228;2.38;1.03;52.92;80.36;49;38;63;64.68;9.1;9.2;0.902550349;1.14820101;96.171;96.098;89.33;85;0.06;0.09;0.05;0.09
120;7;20M;1200000;mar.19;2;21;3;1;3;1.64;0.07;0.07;94.6;0;21.52;163.819;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.6;3.7;3.8;3.9;222;228;1.12;0.7;56.84;74.48;50;40;61;67.62;9.1;9.2;0.945860818;1.200391965;98.788;98.826;93.83;88;0.11;0.09;0.05;0.09
121;7;20M;1200000;mar.19;2;22;3;1;3;0.71;0.07;0.07;95.4;0;40.27;190.234;0.07;18;52;84;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.6;3.7;3.8;3.9;219;231;1.09;1.28;60.76;78.4;53;44;63;68.6;9.1;9.1;1.002612468;1.231171246;99.621;99.583;93;89;0.07;0.15;0.05;0.09
122;7;20M;1200000;mar.19;2;22;3;5;3;0.71;0.07;0.07;95.4;0;40.27;190.234;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.8;3.9;3.9;3.9;220;228;1.05;0.94;54.88;70.56;49;42;54;65.66;9.1;9.1;0.879408033;1.178406764;98.75;98.75;89.67;84;0.05;0.09;0.05;0.09
123;8;40M;1100000;mar.19;2;22;3;5;3;0.71;0.07;0.07;95.4;0;40.27;190.234;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;5.1;5.3;5.3;5.3;440;457;0.96;0.93;92.12;121.52;91;52;109;109.76;11.2;11.1;0.976445139;1.188353358;98.037;98.037;85.17;84;0.05;0.13;0.05;0.08
134;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.4;110;114;0.75;0.8;60.76;70.56;55;46;69;64.68;6.1;6.1;1.740280533;1.986376675;95.817;95.455;90.33;87;0.02;0.21;0.05;0.07
135;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.3;109;113;0.72;0.97;56.84;66.64;51;36;59;61.74;6.1;6.1;1.613714676;1.953544002;98.106;98.106;93;89;0.03;0.12;0.05;0.06
136;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.3;111;115;0.65;0.89;61.74;73.5;55;46;68;66.64;6.1;6.1;1.740280533;2.108587177;98.491;98.864;92.83;89;0.03;0.12;0.05;0.06
137;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.4;111;114;0.63;0.78;51.94;65.66;49;39;58;59.78;6.1;6.1;1.550431748;1.835893593;97.368;98.106;90.17;87;0.03;0.26;0.05;0.06
138;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.4;110;114;0.69;0.86;58.8;68.6;50;41;61;63.7;6.1;6.1;1.582073212;1.956280058;98.479;98.106;93.5;90;0.03;0.12;0.05;0.06
139;19;5MG;240000;mar.19;4;110;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.4;111;116;0.74;0.98;58.8;74.48;52;40;63;65.66;6.2;6.1;1.618818138;2.016473291;98.479;98.106;91.17;86;0.02;0.18;0.05;0.06
140;19;5MG;240000;mar.19;4;156;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.4;112;115;0.59;0.66;60.76;72.52;52;37;60;66.64;6.1;6.1;1.645356141;2.046569907;98.485;98.485;92.67;88;0.04;0.11;0.05;0.06
141;19;5MG;240000;mar.19;4;124;3;5;3;0;0.11;0;94.4;1.73;52;186.602;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;3.2;3.3;3.3;3.4;112;115;0.64;0.65;58.8;68.6;52;44;61;63.7;6.1;6.2;1.645356141;1.924727154;98.864;98.864;94;87;0.04;0.14;0.05;0.09
142;12;10M;1920000;mar.19;5;27;3;5;3;1.16;0.19;0.07;94.9;1.54;39.79;170.963;0.05;17;50;82;4.718;0.45;0.34;31.909;111.443;236.754;4.8;3.167;2.6;2.8;2.8;2.9;111;115;1.09;1.1;52.92;74.48;51;38;69;62.72;7.1;7.2;1.634007869;1.913268419;97.534;97.396;91.33;87;0;0.25;0.05;0.12
