batch;code;tbl_speed_mean;tbl_speed_change;tbl_speed_0_duration;total_waste;startup_waste;weekend;fom_mean;fom_change;SREL_startup_mean;SREL_production_mean;SREL_production_max;main_CompForce mean;main_CompForce_sd;main_CompForce_median;pre_CompForce_mean;tbl_fill_mean;tbl_fill_sd;cyl_height_mean;stiffness_mean;stiffness_max;stiffness_min;ejection_mean;ejection_max;ejection_min;Startup_tbl_fill_maxDifference;Startup_main_CompForce_mean;Startup_tbl_fill_mean;Drug release average (%);Drug release min (%);Residual solvent;Total impurities;Impurity O;Impurity L
622;21;99.95842956;5.833333333;135;1305.833333;3066;no;49.92165899;9;7.093333333;3.362954279;5.5;5.050762016;0.059457689;5.1;0;5.122778429;0.109791283;1.914243845;35.17584994;50;9;181.010551;207;102;0.06;5.153846154;5.065384615;92.5;87;0.02;0.15;0.05;0.06
623;21;99.94593968;3.333333333;116.6666667;1078.333333;2587;no;49.92476852;10;10.37333333;3.396937574;4.7;4.861130742;0.053169745;4.9;0;5.139469965;0.091435496;1.947338045;37.23910483;51;24;182.1366313;201;165;0.08;4.915384615;5.080769231;91.83;88;0.02;0.16;0.05;0.07
624;21;99.93001159;4.166666667;113.75;1706.25;4034;no;50;6;3.805263158;3.408412322;4.8;4.658530806;0.051875595;4.7;0;5.159632701;0.087049884;1.98;38.25947867;53;8;179.8341232;199;138;0.12;4.705263158;5.122631579;90.67;87;0.02;0.14;0.05;0.05
625;21;100;3.75;115;1495;3580;no;50;8;3.711764706;3.398932384;4.9;5.251957295;0.054753501;5.3;0;5.130854093;0.091104238;1.89;39.71767497;55;26;190.4709371;212;172;0.08;5.370588235;5.088823529;96.5;95;0.02;0.13;0.05;0.05
626;17;99.97251617;4.375;42.29166667;812.9166667;7764;no;79.98178078;18;4.133333333;2.393738872;5.4;6.359436202;0.06222578;6.4;0.035163205;6.541068249;0.031445602;1.939563798;57.48605341;66;47;184.6480712;199;136;0.72;4.80625;6.291875;88.33;85;0.04;0.13;0.05;0.05
627;17;100;1.5625;57.5;533.75;5083;no;79.9632677;12;3.495454545;2.658473824;6.2;6.156048506;0.065832871;6.2;0;6.651789411;0.049633789;1.954483881;52.97249335;60;31;177.4525288;195;155;0.22;5.96;6.485;90.83;86;0.03;0.13;0.05;0.05
628;17;119.937284;3.125;56.875;823.9583333;7154;no;79.93410853;14;6.684615385;3.133108108;8.6;6.758626823;0.10321918;6.8;0.207861971;6.716364283;0.057795328;1.927634294;61.95766631;69;33;194.5549626;247;128;0.2;6.004166667;6.481666667;87.33;82;0.1;0.15;0.05;0.06
629;17;119.9987663;1.25;24.27083333;1185.416667;11367;no;80;11;5.136842105;3.17738478;8.5;6.359878528;0.108805258;6.4;0;6.722547338;0.053916441;1.926098607;61.57877814;68;29;178.2379421;194;162;0.69;6.55;6.54;89.33;84;0.07;0.12;0.05;0.05
630;17;119.9501581;1.666666667;29.47916667;484.1666667;4574;no;79.97787921;10;4.6;3.54404804;8.4;6.054892264;0.109914426;6.1;0;6.724411869;0.064766489;1.955990816;60.91416461;67;38;174.3719534;229;153;0.18;6.2375;6.6325;88;78;0.04;0.13;0.05;0.05
631;17;119.9669009;1.25;25.52083333;329.2708333;3133;no;80;6;7.061538462;3.572714437;8.1;5.863360395;0.111924626;5.9;0;6.741990822;0.040499057;1.988136251;60.90928345;66;38;175.2086128;256;124;0.2;5.638461538;6.59;84.33;81;0.12;0.18;0.05;0.05
632;17;119.9239704;3.333333333;49.375;1468.229167;2963;no;79.97818438;12;6.6;3.498728365;8.8;5.622818792;0.186795466;5.7;0;6.775623455;0.056586263;1.991953373;61.76474744;71;42;173.404804;200;96;0;5.03;6.55;90.33;86;0.07;0.19;0.06;0.05
633;17;119.9760915;1.25;22.91666667;202.0833333;1892;no;79.95636875;7;7.99;3.409463277;6.1;5.862323446;0.108178313;5.9;0;6.791716102;0.050719513;1.966373588;62.75529661;67;37;180.5137712;235;102;0.35;6.125;6.6825;88.83;85;0.03;0.19;0.05;0.05
634;17;119.979292;0.625;24.58333333;361.25;3460;no;79.97806086;6;7.828571429;3.505938834;7.3;5.759957326;0.109770296;5.8;0;6.817638691;0.041074681;1.999985775;62.9811522;67;37;177.8869132;208;156;0.22;4.915384615;6.559230769;87.67;81;0.06;0.12;0.05;0.05
635;17;119.920155;2.395833333;37.91666667;270.625;2235;no;79.97816132;9;11.52727273;3.871534653;7.4;5.857390382;0.11501302;5.9;0;6.901315417;0.047117502;1.981577086;59.46428571;64;25;171.8207214;208;101;0.24;6.04;6.722;89.17;86;0.06;0.19;0.05;0.06
636;17;119.9909668;1.354166667;37.60416667;554.2708333;5314;no;79.97777778;11;4.784210526;3.413600852;8.3;5.860049716;0.121558256;5.9;0;6.751054687;0.045889541;1.970230824;62.31640625;66;35;170.6090199;189;153;0.16;5.561111111;6.638333333;86.33;84;0.04;0.13;0.05;0.06
637;15;79.99036269;2.272727273;140.9090909;592.8181818;2892;yes;48.88274123;2;3.095053004;4.932306839;11;7.687544188;0.266402005;7.6;2.209710959;8.313248077;0.087953561;2.6351466;52.80578083;73;37;298.4420878;488;201;0.5;7.73125;8.03;88.83;80;0.02;0.07;0.05;0.05
638;15;79.97887179;2.454545455;37.72727273;775.2727273;8133;no;48.27876307;2;4.172171254;2.65225573;5.1;6.954539814;0.07455266;7;2.003722854;8.31442606;0.07443746;2.680283351;54.43929679;63;48;291.6792141;1200;185;0.55;7.4125;8.26075;87.83;84;0.04;0.07;0.05;0.05
639;15;79.97822947;1.727272727;33.18181818;508.7272727;5491;no;44.99423987;1;3.124585635;2.681605646;3.9;7.1556547;0.09215087;7.2;2.269786263;8.392735007;0.053184502;2.7;56.17617763;65;46;288.7325171;306;193;0.23;7.566666667;8.244074074;91.5;86;0.04;0.07;0.05;0.05
640;23;119.9568399;1.979166667;29.0625;524.8958333;4707;no;79.97809187;12;10.98823529;3.82140064;8.8;5.658656239;0.126645247;5.7;0;6.604912904;0.057827869;2.009409883;60.12335585;71;50;177.2410238;200;157;1.22;4.95;6.44;91.67;91;0.08;0.27;0.05;0.1
641;23;119.9358902;2.395833333;34.6875;1038.854167;9683;no;79.97819205;9;6.135294118;3.67739409;8.5;5.866393734;0.11915474;5.9;0;6.57002136;0.062848455;1.963253827;59.68921324;70;39;179.8611606;213;157;0.39;5.657575758;6.278484848;88;85;0.07;0.27;0.05;0.1
642;23;119.9773112;3.229166667;28.85416667;540.625;3392;no;79.89045439;10;3.5625;3.428126107;10.8;5.954023396;0.114183556;6;0;6.590627437;0.079470744;1.946565048;56.55795817;67;21;181.1949663;303;101;0.5;6.607692308;6.269230769;87.83;83;0.11;0.28;0.05;0.11
643;23;119.9660702;1.458333333;36.45833333;731.5625;6991;no;79.97790249;14;5.120833333;3.824442872;9.8;5.759426954;0.114726469;5.8;0;6.604771843;0.043107889;1.962228511;56.77997878;67;53;174.5093739;211;155;0.67;5.086956522;6.273478261;91.5;91;0.07;0.27;0.05;0.1
644;23;119.9758156;2.8125;56.35416667;1703.645833;9920;no;79.97802198;15;9.290909091;3.531671449;6.6;6.552797704;0.36784469;6.4;0.173529412;6.635534433;0.043691779;1.924261119;58.32352941;73;46;197.4164275;241;128;0.65;6.003125;6.41;88.67;82;0.16;0.21;0.05;0.09
645;23;119.9914856;1.25;27.70833333;1034.270833;9907;no;79.97793345;11;4.482352941;3.655583127;9.8;6.156433889;0.12249725;6.2;0;6.588518256;0.047597628;1.964416873;55.60652251;71;35;181.943637;211;162;0.52;6.278787879;6.347272727;88.5;85;0.18;0.21;0.05;0.09
646;23;119.9959464;0.729166667;27.70833333;192.1875;1803;no;79.97780127;7;6.522222222;3.965217391;11.1;5.954542241;0.136916606;6;0;6.60640509;0.065002284;1.997631672;56.56839873;72;35;174.8412867;196;154;0.29;5.4625;6.57625;87.67;81;0.08;0.26;0.05;0.09
647;23;119.9847612;2.083333333;67.5;1366.25;12983;no;79.95649123;14;4.837209302;3.614499466;8.8;5.657890987;0.113335226;5.7;0;6.557060919;0.057702671;1.993516209;56.6323477;70;37;174.5429284;206;117;0.3;6.163414634;6.454634146;88.5;82;0.14;0.21;0.05;0.09
648;21;99.78527607;8.333333333;128.75;1546.25;3644;no;50;11;6.555555556;5.313425345;6.7;3.671267252;0.046915139;3.7;0.092346299;5.719736512;0.02475114;1.855307403;4.668757842;6;4;156.2735257;232;139;0.08;3.816666667;5.705555556;92;90;0.02;0.2;0.05;0.08
654;21;99.78149425;16.66666667;108.75;1572.083333;2345;no;49.8337156;9;6.961538462;6.188591385;8.3;2.767482517;0.052507289;2.8;0;5.744393939;0.088186281;1.959149184;4.72960373;5;2;111.1398601;124;75;0.06;2.916666667;5.676666667;91.17;87;0.02;0.21;0.05;0.09
652;21;99.99490741;2.916666667;82.5;973.75;1381;no;49.96184971;7;15.7875;6.513768961;8.6;3.155192532;0.049992911;3.2;0;5.764667445;0.084662125;1.92;4.672112019;6;4;125.4270712;138;113;0.13;3.171428571;5.69;91.83;88;0.02;0.23;0.06;0.1
656;21;99.9922722;5.833333333;155;1525.416667;3625;no;50;11;8.71875;5.969600939;8.1;3.459976526;0.049023359;3.5;0;5.775715962;0.082154188;1.857793427;4.60915493;5;4;121.0387324;138;110;0.16;3.266666667;5.752;93.83;89;0.02;0.25;0.06;0.13
653;21;99.88383028;7.5;103.3333333;1686.25;2123;no;50.02293578;8;9.618181818;6.816376307;9.2;3.145644599;0.050992102;3.1;0;5.725528455;0.093072144;1.908524971;4.782810685;6;2;119.7619048;141;79;0.04;3.109090909;5.663636364;94.5;92;0.02;0.21;0.05;0.1
649;21;99.80088398;10.83333333;164.1666667;3873.333333;8805;no;50;18;7.967567568;6.178571429;9.5;3.25702765;0.049764513;3.3;0.043778802;5.721589862;0.090400914;1.904700461;4.830645161;6;4;129.5518433;145;119;1.04;3.764864865;5.87027027;93.83;91;0.02;0.2;0.05;0.08
651;21;100;2.083333333;60.41666667;1588.333333;3135;no;49.92520138;7;6.4;6.582511737;8.7;3.153638498;0.050131679;3.2;0;5.750751174;0.093617212;1.92;4.757042254;5;4;128.2840376;144;114;0.09;3.366666667;5.706;95.17;90;0.02;0.23;0.05;0.12
650;21;99.97425287;2.916666667;153.75;645;1179;no;50;5;10.4125;6.61612529;8.7;3.157076566;0.049992252;3.2;0;5.735034803;0.08438855;1.92;4.850348028;6;4;123.262181;143;114;0.08;3.1625;5.7275;93.17;90;0.02;0.19;0.05;0.08
655;21;99.99474286;3.75;118.75;990;1932;no;50;7;9.209090909;6.163078704;8.3;2.867476852;0.046873261;2.9;0;5.76806713;0.093300944;1.956319444;4.670138889;6;4;111.8587963;128;104;0.14;3.036363636;5.694545455;93.67;91;0.02;0.2;0.05;0.08
657;15;79.99437449;2.454545455;76.45454545;539.2727273;4890;no;45;2;2.566544118;3.737630208;4.6;9.979918367;0.669592066;9.7;5.117979592;8.446310204;0.045895166;2.277420408;0.150612245;22;0;243.5736735;330;157;0.26;10.47916667;8.330833333;88.67;80;0.08;0.2;0.07;0.07
658;15;79.99878763;1.272727273;37.81818182;603.7272727;6588;no;44.99458809;4;1.713496933;3.261352555;4.8;9.559133442;0.083465027;9.6;3.867473556;8.366328316;0.037798056;2.3;0.038242474;4;0;241.575061;258;216;0.21;9.578787879;8.306060606;90;88;0.08;0.07;0.05;0.05
659;15;79.99500504;0.727272727;29.90909091;235.4545455;2577;no;45;9;3.470053476;3.311939979;5.1;9.35920388;0.089272257;9.4;3.918427965;8.393289553;0.047344704;2.328785613;0.067690443;5;0;228.9917155;251;208;0.41;9.86875;8.143125;90.17;84;0.07;0.07;0.05;0.05
660;21;99.97776442;6.666666667;169.5833333;1213.75;2848;no;49.96158463;15;14.4;4.908669109;9.3;4.352258852;0.05142613;4.4;0.112454212;5.542478632;0.084147301;1.87;56.84126984;58;45;207.4468864;306;182;0.25;4.584615385;5.503846154;96.5;91;0.02;0.05;0.05;0.05
661;21;99.92921084;3.75;129.1666667;631.6666667;1429;no;50;4;5.725;4.910344828;8.8;4.354934602;0.052349801;4.4;0.07764566;5.532128419;0.091863577;1.87;57.6254459;59;46;187.9714625;214;169;0.13;4.4375;5.5;88.83;84;0.02;0.05;0.05;0.05
662;21;99.98860165;2.5;177.5;366.25;795;no;50;4;12.5;4.970414201;8.9;4.255739645;0.052255555;4.3;0.003195266;5.509301775;0.086868152;1.87;56.57988166;58;46;175.1171598;197;160;0.08;4.366666667;5.491666667;91.67;89;0.02;0.05;0.05;0.05
663;21;99.92152941;2.5;78.33333333;666.6666667;1516;no;49.92370892;6;4.809090909;5.010939358;8.9;4.25136742;0.059969511;4.3;0;5.519690844;0.091230475;1.854768133;56.58739596;58;45;169.8870392;189;154;0.08;4.322222222;5.487777778;90.5;84;0.02;0.05;0.05;0.05
664;21;100;2.916666667;130.8333333;860;1974;no;49.92271663;6;12.86666667;5.025178147;9.2;4.151900238;0.058539087;4.2;0;5.469940618;0.089601423;1.842410926;57.01306413;58;50;162.3610451;178;150;0.06;4.16;5.489;90.5;84;0.02;0.05;0.05;0.05
665;21;100;2.083333333;97.5;667.5;1504;no;49.9623086;5;10.04444444;5.021666667;9;4.252738095;0.062465269;4.3;0;5.49547619;0.091548782;1.832583333;56.76547619;58;51;164.3011905;182;152;0.06;4.4125;5.495;89;82;0.02;0.05;0.05;0.05
666;21;99.93560517;6.25;237.9166667;2247.5;5298;no;49.92379836;12;6.6;4.751932367;8.5;4.660024155;0.052814378;4.7;0.487560386;5.503864734;0.092701187;1.791811594;54.74516908;61;47;197.5169082;217;164;0.04;4.852173913;5.497391304;92.33;87;0.02;0.05;0.05;0.05
667;21;99.93325472;6.666666667;156.6666667;1410;3274;no;50;6;6.8;4.851678657;8.8;4.658633094;0.054374559;4.7;0.308633094;5.529172662;0.091001689;1.800863309;54.18345324;59;48;180.0023981;240;125;0.05;5.135714286;5.478571429;94.5;92;0.02;0.07;0.05;0.07
668;21;99.93529412;3.75;117.5;736.6666667;1708;no;49.96239718;5;13.63;4.937574316;8.8;4.453507729;0.056190071;4.5;0.172057075;5.539143876;0.093034707;1.835624257;55.28656361;57;46;171.0915577;193;116;0.07;4.211111111;5.474444444;92.17;89;0.02;0.05;0.05;0.05
669;21;99.91315166;6.25;150.4166667;461.25;1017;no;49.92316785;6;26.7375;4.783174224;8.4;4.760023866;0.054987774;4.8;0.062052506;5.57725537;0.093750268;1.79026253;55.41288783;57;46;174.9391408;197;114;0.16;4.766666667;5.556666667;94.5;91;0.02;0.07;0.05;0.07
670;17;119.7355702;10.20833333;109.6875;1279.583333;6052;no;79.93504689;19;14.74;3.771093203;8;5.66382755;0.575275714;5.3;0.133648791;6.739169295;0.041059475;1.911927795;5.576235542;6;1;134.4801963;163;82;0.95;5.430434783;6.513043478;87.58;79;0.04;0.05;0.05;0.05
671;17;119.852358;4.791666667;36.77083333;974.375;8428;no;79.97864278;10;6.403333333;3.405360251;8.8;4.954276773;0.069425959;5;0;6.742861613;0.040005864;1.979144645;5.692976356;6;1;122.126217;135;75;1.07;4.748275862;6.536896552;90.17;86;0.04;0.05;0.05;0.05
672;17;119.9826671;1.458333333;19.375;749.0625;7153;no;80;9;4.704;3.225234619;8.2;5.061035801;0.072320261;5.1;0;6.746273896;0.048680989;1.96;5.791797011;7;5;121.6635384;145;113;0.33;5.256;6.6788;87.83;84;0.06;0.05;0.05;0.05
673;17;119.9274948;1.979166667;25.9375;779.0625;7331;no;80;10;4.891666667;3.40815406;7.3;5.053573907;0.069430641;5.1;0;6.781020125;0.045437443;1.969007634;5.760582929;6;1;132.8664122;142;70;0.35;5.229166667;6.627916667;89.5;84;0.06;0.05;0.05;0.05
674;17;119.883011;6.25;95.3125;872.5;3312;yes;79.95722663;8;9.757142857;3.216880416;9.2;5.574618585;0.553506177;5.2;0.095423024;6.68370319;0.061518111;1.901248266;5.645631068;6;1;139.6418169;171;70;1.19;5.766666667;6.690833333;89.17;81;0.05;0.05;0.05;0.05
675;17;119.8055995;5.9375;37.60416667;648.5416667;5930;no;80;11;2.952631579;3.111941848;6.4;6.053630705;0.06956871;6.1;0.047648686;6.654156293;0.050823183;1.82761065;5.660788382;6;2;146.7105809;161;73;1.72;6.515789474;6.717368421;91.67;86;0.07;0.05;0.05;0.05
676;17;119.8499312;4.791666667;45;463.4375;4190;no;80;11;7.561538462;3.00318229;6.9;6.055993092;0.070816933;6.1;0;6.699671848;0.05616083;1.83;5.754058722;6;2;142.4221071;166;80;0.08;5.915384615;6.646153846;85.67;81;0.02;0.05;0.05;0.05
677;17;119.9705557;3.020833333;52.5;897.1875;8448;no;79.97860594;18;5.128571429;3.258885017;6.6;5.859094077;0.077782182;5.9;0;6.793777003;0.049685863;1.876062718;5.747735192;6;5;135.5149826;150;122;0.19;6.37037037;6.639259259;89.33;83;0.05;0.05;0.05;0.05
687;13;160.0017051;3.802083333;49.84375;615.15625;1916;no;79.98487395;5;5.5625;4.374717344;5.6;4.209862882;0.166342369;4.2;7.22E-05;5.659937455;0.050687724;2.009735386;253.1681501;282;130;288.0572528;343;171;0.02;4.114285714;5.674285714;91.5;87;0.04;0.05;0.05;0.05
688;13;160;2.760416667;52.65625;824.4270833;2382;no;50.24378809;4;5.942857143;6.13254285;12.2;4.504910714;0.119701319;4.5;0.018444549;6.12618891;0.267758149;1.966703477;201.6217105;282;0;280.2232143;343;127;0.2;4.7;5.72;91.33;85;0.02;0.05;0.05;0.05
678;23;119.8019874;5.104166667;81.16666667;1286.875;8870;yes;79.95644599;26;5.946666667;3.79721831;6.4;5.049911941;0.138574081;5.1;0.026734766;6.233152518;0.05437221;1.944476928;67.43712575;73;49;153.3444875;212;50;0.64;4.679310345;6.165517241;89.67;85;0.04;0.31;0.06;0.11
679;23;119.8762151;1.666666667;33.33333333;524.0625;4998;no;80;7;3.636842105;3.637004864;5.7;5.056974323;0.112749882;5.1;0.009750173;6.348959056;0.037292418;1.93295628;71.39035392;73;69;150.8646773;187;129;0.62;4.894736842;6.297894737;89.5;86;0.04;0.27;0.07;0.08
680;23;119.8175155;3.125;26.875;360.625;3277;no;79.95697074;9;5.42;4.011176471;8.6;4.860705638;0.129460099;4.9;0;6.322950536;0.052924612;1.963303355;71.20166033;73;68;140.0079557;161;97;0.44;5.413333333;6.047333333;90.17;85;0.03;0.2;0.05;0.1
681;23;119.9236815;1.5625;33.22916667;304.0625;2894;no;79.97829083;9;5.838461538;3.985323641;5.8;4.757770855;0.105670338;4.8;0;6.360899965;0.061275851;1.983980616;65.65316719;71;61;128.2287989;151;115;0.52;4.716666667;6.024166667;89.33;85;0.05;0.25;0.05;0.13
682;23;119.9332418;1.458333333;28.85416667;490.4166667;4593;no;79.97837281;9;5;3.925319516;7.7;4.754991364;0.106760709;4.8;0;6.408749568;0.079946149;1.994466321;59.48704663;63;47;132.9613126;150;62;0.43;4.147058824;6.144705882;90;86;0.03;0.25;0.05;0.09
689;13;160;3.177083333;75.88541667;1617.447917;8779;no;56.80446408;11;9.6;5.798316183;9.3;4.30877193;0.312948248;4.1;0.099812865;6.125207018;0.24075877;2.006573099;196.1592982;243;102;269.2748538;314;146;0.23;4.277272727;6.293636364;93.83;90;0.06;0.1;0.05;0.05
690;13;160;1.40625;46.25;168.3333333;2747;no;79.9710686;5;4.45;4.171047708;7.5;4.661914794;0.050595927;4.7;0.092860487;5.876352996;0.054073971;1.968110955;200.7549157;242;126;279.758661;306;129;0.09;4.733333333;5.863333333;87.5;83;0.06;0.05;0.05;0.05
691;13;160;0.78125;25.98958333;244.7916667;4530;no;79.98581725;7;4.584615385;4.054267724;6.3;4.358208955;0.051274962;4.4;0.089622201;5.764099813;0.055701153;1.995296175;229.082556;245;156;269.3318563;308;160;0.05;4.616666667;5.850833333;88.83;82;0.04;0.05;0.05;0.05
692;13;160.0014429;1.614583333;40.46875;216.8229167;3596;no;79.94210649;7;5.418181818;4.117272727;7.7;4.456239795;0.051957899;4.5;0.099790063;5.783079076;0.069356344;1.986655003;224.0128295;243;101;266.6540704;309;193;0.05;4.51;5.831;94.67;93;0.06;0.05;0.05;0.05
693;13;160;2.864583333;25.72916667;209.9479167;3617;no;79.97143521;5;6.409090909;4.566053551;8.2;4.25619469;0.052093872;4.3;0;5.735;0.055397995;1.952401025;209.2345133;237;143;242.7047042;363;211;0.04;3.81;5.806;92.33;87;0.05;0.05;0.05;0.05
683;23;119.9285272;12.91666667;32.8125;921.3541667;8815;no;79.95701513;20;5.983870968;3.697914494;7.4;4.657907543;0.104543187;4.7;0;6.397632951;0.064556851;1.997313173;56.82829336;59;54;126.3030935;151;111;0.34;4.731034483;6.173103448;90.83;80;0.06;0.2;0.05;0.07
684;23;119.9980982;0.833333333;23.33333333;271.875;2590;no;79.97856896;7;4.554545455;3.649236641;5;4.860895212;0.109909701;4.9;0;6.384732824;0.045070211;1.96018737;54.74184594;57;52;132.5877863;159;112;0.51;5.09;6.364;88.83;82;0.07;0.26;0.05;0.11
685;23;119.9907145;2.1875;47.5;267.6041667;2461;no;79.97860594;10;2.772727273;3.77693107;6.9;4.85848338;0.109462517;4.9;0;6.458718837;0.04616074;1.966436981;53.38365651;56;51;134.1783241;172;115;0.52;5.044444444;6.126666667;90.67;83;0.05;0.24;0.05;0.08
686;23;119.8749398;2.916666667;30.83333333;1438.854167;13458;no;80;14;4.509090909;4.048321678;8.8;4.256343936;0.115263999;4.3;0;6.423855295;0.076726232;2.057532331;52.20027962;55;41;128.7937784;154;61;0.5;4.75;6.203863636;89.17;84;0.06;0.23;0.05;0.11
694;13;160;2.239583333;47.03125;358.0729167;6189;no;79.95627776;19;4.610526316;4.447627994;7.9;4.355166745;0.0536025;4.4;0.025481447;5.866526538;0.073246998;1.913579145;224.1263504;252;145;224.1815406;265;190;0.28;3.682352941;5.937058824;91.33;87;0.02;0.1;0.05;0.05
695;13;160;1.71875;40.10416667;401.40625;7101;no;79.98562486;7;5.094736842;3.956287844;8.6;5.154587797;0.057683806;5.2;0.123241733;5.878758733;0.060507374;1.891616209;215.9045179;234;170;215.0277131;250;133;0.23;5.183333333;5.917222222;90.17;82;0.02;0.1;0.05;0.05
696;13;160.0017048;1.71875;41.51041667;190.15625;3035;no;79.98552417;6;5.777777778;3.916518484;7.6;5.15379036;0.057816572;5.2;0.2;5.940074871;0.067676797;1.919939167;205.3118858;232;145;215.9763687;253;148;0.06;5.15;5.89;91.83;88;0.03;0.1;0.05;0.05
697;13;159.9798509;3.958333333;85.57291667;244.21875;2509;no;79.96134141;5;5.544444444;3.938949825;10.8;5.053908985;0.062411514;5.1;0.2;5.919299883;0.0738483;1.936508751;218.0121354;242;131;230.2984831;266;113;0.04;5.1875;5.8925;92.67;89;0.02;0.05;0.05;0.05
698;13;160;2.03125;54.42708333;198.59375;3153;no;79.95668374;9;6.23;4.1767507;8.9;4.861326483;0.057421967;4.9;0.2;5.893745913;0.061216194;1.94;223.8881364;241;139;249.4509575;283;116;0.12;4.833333333;5.935555556;89.67;85;0.02;0.05;0.05;0.05
699;13;160;1.09375;100.625;665.9895833;2949;yes;79.97111577;6;5.5125;4.39596266;13.6;4.821970581;0.146500967;4.8;0.177305627;5.877109503;0.059304343;1.928657483;224.1398552;242;82;252.6388046;289;158;0.11;4.85;5.845;92.33;87;0.02;0.05;0.05;0.05
700;13;160;2.239583333;35.26041667;212.8645833;2955;no;79.95670391;9;5.49;4.59029398;10.2;5.155169195;0.059796578;5.2;0.118436406;5.827738623;0.047842303;1.879169195;220.1311552;243;161;265.08028;295;150;0.24;5.175;5.8325;89.5;84;0.02;0.15;0.05;0.05
701;13;160;1.614583333;53.38541667;514.3229167;4961;no;79.97088961;5;5.692857143;4.378528037;9.6;5.220565553;0.207114141;5.1;0.2;5.858032251;0.059831913;1.903346576;220.8191166;238;107;251.5978032;289;153;0.2;5.869230769;5.779230769;95.17;92;0.02;0.1;0.05;0.05
702;13;160;0.989583333;22.8125;515.78125;9595;no;79.9711695;13;5.084;4.388143124;9.3;5.658980355;0.069020133;5.7;0.2;5.823274088;0.084721992;1.85575304;222.3517306;234;170;255.7228718;283;224;0.25;5.247826087;5.866521739;98.17;95;0.02;0.06;0.05;0.05
703;13;160;1.40625;45.41666667;579.0104167;9537;no;79.95666356;10;7.453571429;4.215595685;10.1;5.252673546;0.076960683;5.3;0.2;5.824505159;0.068111408;1.914727955;226.880863;237;125;269.5321295;300;152;0.18;5.556;5.8084;99.5;93;0.02;0.1;0.05;0.05
704;17;119.9468063;1.5625;27.1875;419.2708333;3980;no;79.97801814;11;10.07058824;3.157177957;9;7.054510355;0.077042738;7.1;0.010986311;6.54998245;0.091614918;2.05;48.71919972;58;13;174.7490347;201;116;0.92;6.58125;6.42875;90.33;85;0.07;0.12;0.07;0.05
705;17;119.9858386;2.5;36.45833333;517.1875;4514;no;79.97808696;8;5.858823529;3.405038488;9.6;7.459412176;0.084566494;7.5;0.000349895;6.474258223;0.07714107;2.010108467;57.03393982;72;14;184.4324703;229;89;0.31;7.6625;6.515625;86.17;82;0.07;0.05;0.05;0.05
